sequence_record_id,associated_pathogen_record_id,associated_rodent_record_id,study_id,sequenceType,virus_clean,matched_virus,original_name,accession_number,country,eventDate,species,host_genus,gbif_id,coordinate_resolution,decimalLatitude,decimalLongitude,n_assayed,n_positive,n_negative,version
david_3053,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776597,,,,,,,,,,,,v3
david_3054,david_NA,david_NA,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776598,,,,,,,,,,,,v3
david_3055,david_NA,david_NA,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776599,,,,,,,,,,,,v3
david_3056,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776600,,,,,,,,,,,,v3
david_3057,david_NA,david_NA,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776601,,,,,,,,,,,,v3
david_3058,david_NA,david_NA,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776602,,,,,,,,,,,,v3
david_3059,david_NA,david_NA,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776603,,,,,,,,,,,,v3
david_3060,david_NA,david_NA,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776604,,,,,,,,,,,,v3
david_3061,david_NA,david_NA,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776605,,,,,,,,,,,,v3
david_3062,david_NA,david_NA,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776606,,,,,,,,,,,,v3
david_3063,david_NA,david_NA,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776607,,,,,,,,,,,,v3
david_3064,david_46789,david_37248,david_181,Pathogen,Orthohantavirus tulaense,Orthohantavirus tulaense,Orthohantavirus tulaense,KF776608,Slovenia,1990/2012,Microtus arvalis,Microtus,2438606.0,country,46.12,14.815,15.0,4.0,11.0,v3
david_3065,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776609,,,,,,,,,,,,v3
david_3066,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776610,,,,,,,,,,,,v3
david_3067,david_NA,david_NA,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776611,,,,,,,,,,,,v3
david_3068,david_NA,david_NA,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776612,,,,,,,,,,,,v3
david_3069,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776613,,,,,,,,,,,,v3
david_3070,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776614,,,,,,,,,,,,v3
david_3071,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776615,,,,,,,,,,,,v3
david_3072,david_NA,david_NA,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776616,,,,,,,,,,,,v3
david_3073,david_NA,david_NA,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776617,,,,,,,,,,,,v3
david_3074,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776618,,,,,,,,,,,,v3
david_3075,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776619,,,,,,,,,,,,v3
david_3076,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776620,,,,,,,,,,,,v3
david_3077,david_NA,david_NA,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776621,,,,,,,,,,,,v3
david_3078,david_NA,david_NA,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776622,,,,,,,,,,,,v3
david_3079,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776623,,,,,,,,,,,,v3
david_3080,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776624,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3081,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776625,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3082,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776626,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3083,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776627,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3084,david_46786,david_37245,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776628,Slovenia,1990/2012,Apodemus agrarius,Apodemus,2437761.0,country,46.12,14.815,85.0,9.0,76.0,v3
david_3085,david_46786,david_37245,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776629,Slovenia,1990/2012,Apodemus agrarius,Apodemus,2437761.0,country,46.12,14.815,85.0,9.0,76.0,v3
david_3086,david_46786,david_37245,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776630,Slovenia,1990/2012,Apodemus agrarius,Apodemus,2437761.0,country,46.12,14.815,85.0,9.0,76.0,v3
david_3087,david_46786,david_37245,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776631,Slovenia,1990/2012,Apodemus agrarius,Apodemus,2437761.0,country,46.12,14.815,85.0,9.0,76.0,v3
david_3088,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776632,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3089,david_46786,david_37245,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776633,Slovenia,1990/2012,Apodemus agrarius,Apodemus,2437761.0,country,46.12,14.815,85.0,9.0,76.0,v3
david_3090,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776634,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3091,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776635,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3092,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776636,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3093,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776637,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3094,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776638,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3095,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776639,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3096,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776640,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3097,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776641,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3098,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776642,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3099,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776643,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3100,david_46786,david_37245,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776644,Slovenia,1990/2012,Apodemus agrarius,Apodemus,2437761.0,country,46.12,14.815,85.0,9.0,76.0,v3
david_3101,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776645,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3102,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776646,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3103,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776647,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3104,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776648,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3105,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776649,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3106,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776650,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3107,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776651,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3108,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776652,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3109,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776653,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3110,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776654,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3111,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776655,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3112,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776656,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3113,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776657,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3114,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776658,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3115,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776659,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3116,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776660,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3117,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776661,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3118,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776662,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3119,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776663,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3120,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776664,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3121,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776665,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3122,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776666,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3123,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776667,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3124,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776668,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3125,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776669,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3126,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776670,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3127,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776671,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3128,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776672,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3129,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776673,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3130,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776674,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3131,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776675,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3132,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776676,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3133,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776677,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3134,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776678,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3135,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776679,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3136,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776680,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3137,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776681,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3138,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776682,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3139,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776683,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3140,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776684,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3141,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776685,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3142,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776686,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3143,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776687,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3144,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776688,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3145,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776689,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3146,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776690,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3147,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776691,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3148,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776692,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3149,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776693,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3150,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776694,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3151,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776695,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3152,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776696,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3153,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776697,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3154,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776698,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3155,david_46784,david_37243,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776699,Slovenia,1990/2012,Myodes glareolus,Myodes,5706764.0,country,46.12,14.815,420.0,49.0,371.0,v3
david_3156,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776700,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3157,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776701,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3158,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776702,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3159,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776703,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3160,david_46785,david_37244,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776704,Slovenia,1990/2012,Apodemus flavicollis,Apodemus,2437756.0,country,46.12,14.815,760.0,148.0,612.0,v3
david_3161,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776705,,,,,,,,,,,,v3
david_3162,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776706,,,,,,,,,,,,v3
david_3163,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776707,,,,,,,,,,,,v3
david_3164,david_NA,david_NA,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776708,,,,,,,,,,,,v3
david_3165,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776709,,,,,,,,,,,,v3
david_3166,david_NA,david_NA,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776710,,,,,,,,,,,,v3
david_3167,david_NA,david_NA,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776711,,,,,,,,,,,,v3
david_3168,david_NA,david_NA,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776712,,,,,,,,,,,,v3
david_3169,david_NA,david_NA,david_181,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus puumalaense,KF776713,,,,,,,,,,,,v3
david_3170,david_NA,david_NA,david_181,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus dobravaense,KF776714,,,,,,,,,,,,v3
