sequence_record_id,associated_pathogen_record_id,associated_rodent_record_id,study_id,sequenceType,virus_clean,matched_virus,original_name,accession_number,country,eventDate,species,host_genus,gbif_id,coordinate_resolution,decimalLatitude,decimalLongitude,n_assayed,n_positive,n_negative,version
david_5819,david_59957,david_47754,david_327,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,KC676631.1,Croatia,2007-11,Myodes glareolus,Myodes,5706764,village,45.514,14.639,22,7,15,v3
david_5820,david_59957,david_47754,david_327,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,KC676630.1,Croatia,2007-11,Myodes glareolus,Myodes,5706764,village,45.514,14.639,22,7,15,v3
david_5821,david_59957,david_47754,david_327,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,KC676629.1,Croatia,2007-11,Myodes glareolus,Myodes,5706764,village,45.514,14.639,22,7,15,v3
david_5822,david_59951,david_47753,david_327,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,DOBV,KC676628.1,Croatia,2007-11,Apodemus flavicollis,Apodemus,2437756,village,45.514,14.639,72,13,59,v3
david_5823,david_59951,david_47753,david_327,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,DOBV,KC676627.1,Croatia,2007-11,Apodemus flavicollis,Apodemus,2437756,village,45.514,14.639,72,13,59,v3
david_5824,david_59951,david_47753,david_327,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,DOBV,KC676626.1,Croatia,2007-11,Apodemus flavicollis,Apodemus,2437756,village,45.514,14.639,72,13,59,v3
david_5825,david_59951,david_47753,david_327,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,DOBV,KC676625.1,Croatia,2007-11,Apodemus flavicollis,Apodemus,2437756,village,45.514,14.639,72,13,59,v3
david_5826,david_59951,david_47753,david_327,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,DOBV,KC676624.1,Croatia,2007-11,Apodemus flavicollis,Apodemus,2437756,village,45.514,14.639,72,13,59,v3
david_5827,david_59951,david_47753,david_327,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,DOBV,KC676623.1,Croatia,2007-11,Apodemus flavicollis,Apodemus,2437756,village,45.514,14.639,72,13,59,v3
david_5828,david_59951,david_47753,david_327,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,DOBV,KC676622.1,Croatia,2007-11,Apodemus flavicollis,Apodemus,2437756,village,45.514,14.639,72,13,59,v3
david_5829,david_59951,david_47753,david_327,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,DOBV,KC676621.1,Croatia,2007-11,Apodemus flavicollis,Apodemus,2437756,village,45.514,14.639,72,13,59,v3
david_5830,david_59951,david_47753,david_327,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,DOBV,KC676620.1,Croatia,2007-11,Apodemus flavicollis,Apodemus,2437756,village,45.514,14.639,72,13,59,v3
david_5831,david_59951,david_47753,david_327,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,DOBV,KC676619.1,Croatia,2007-11,Apodemus flavicollis,Apodemus,2437756,village,45.514,14.639,72,13,59,v3
david_5832,david_59951,david_47753,david_327,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,DOBV,KC676618.1,Croatia,2007-11,Apodemus flavicollis,Apodemus,2437756,village,45.514,14.639,72,13,59,v3
david_5833,david_59951,david_47753,david_327,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,DOBV,KC676617.1,Croatia,2007-11,Apodemus flavicollis,Apodemus,2437756,village,45.514,14.639,72,13,59,v3
david_5834,david_59960,david_47757,david_327,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,KC676616.1,Croatia,2008-05,Myodes glareolus,Myodes,5706764,village,45.624,16.455,15,1,14,v3
david_5835,david_59957,david_47754,david_327,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,KC676615.1,Croatia,2007-11,Myodes glareolus,Myodes,5706764,village,45.514,14.639,22,7,15,v3
david_5836,david_59957,david_47754,david_327,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,KC676614.1,Croatia,2007-11,Myodes glareolus,Myodes,5706764,village,45.514,14.639,22,7,15,v3
david_5837,david_59957,david_47754,david_327,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,KC676613.1,Croatia,2007-11,Myodes glareolus,Myodes,5706764,village,45.514,14.639,22,7,15,v3
david_5838,david_59957,david_47754,david_327,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,KC676612.1,Croatia,2007-11,Myodes glareolus,Myodes,5706764,village,45.514,14.639,22,7,15,v3
david_5839,david_59957,david_47754,david_327,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,KC676611.1,Croatia,2007-11,Myodes glareolus,Myodes,5706764,village,45.514,14.639,22,7,15,v3
david_5840,david_59957,david_47754,david_327,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,KC676610.1,Croatia,2007-11,Myodes glareolus,Myodes,5706764,village,45.514,14.639,22,7,15,v3
david_5841,david_59957,david_47754,david_327,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,KC676609.1,Croatia,2007-11,Myodes glareolus,Myodes,5706764,village,45.514,14.639,22,7,15,v3
david_5842,david_59953,david_47755,david_327,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,DOBV,KC676608.1,Croatia,2008-05,Apodemus flavicollis,Apodemus,2437756,village,45.624,16.455,14,8,6,v3
david_5843,david_59953,david_47755,david_327,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,DOBV,KC676607.1,Croatia,2008-05,Apodemus flavicollis,Apodemus,2437756,village,45.624,16.455,14,8,6,v3
david_5844,david_59953,david_47755,david_327,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,DOBV,KC676606.1,Croatia,2008-05,Apodemus flavicollis,Apodemus,2437756,village,45.624,16.455,14,8,6,v3
david_5845,david_59953,david_47755,david_327,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,DOBV,KC676605.1,Croatia,2008-05,Apodemus flavicollis,Apodemus,2437756,village,45.624,16.455,14,8,6,v3
david_5846,david_59953,david_47755,david_327,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,DOBV,KC676604.1,Croatia,2008-05,Apodemus flavicollis,Apodemus,2437756,village,45.624,16.455,14,8,6,v3
david_5847,david_59953,david_47755,david_327,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,DOBV,KC676603.1,Croatia,2008-05,Apodemus flavicollis,Apodemus,2437756,village,45.624,16.455,14,8,6,v3
david_5848,david_59953,david_47755,david_327,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,DOBV,KC676602.1,Croatia,2008-05,Apodemus flavicollis,Apodemus,2437756,village,45.624,16.455,14,8,6,v3
david_5849,david_59951,david_47753,david_327,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,DOBV,KC676601.1,Croatia,2007-11,Apodemus flavicollis,Apodemus,2437756,village,45.514,14.639,72,13,59,v3
david_5850,david_59951,david_47753,david_327,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,DOBV,KC676600.1,Croatia,2007-11,Apodemus flavicollis,Apodemus,2437756,village,45.514,14.639,72,13,59,v3
david_5851,david_59951,david_47753,david_327,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,DOBV,KC676599.1,Croatia,2007-11,Apodemus flavicollis,Apodemus,2437756,village,45.514,14.639,72,13,59,v3
david_5852,david_59951,david_47753,david_327,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,DOBV,KC676598.1,Croatia,2007-11,Apodemus flavicollis,Apodemus,2437756,village,45.514,14.639,72,13,59,v3
david_5853,david_59951,david_47753,david_327,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,DOBV,KC676597.1,Croatia,2007-11,Apodemus flavicollis,Apodemus,2437756,village,45.514,14.639,72,13,59,v3
david_5854,david_59951,david_47753,david_327,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,DOBV,KC676596.1,Croatia,2007-11,Apodemus flavicollis,Apodemus,2437756,village,45.514,14.639,72,13,59,v3
david_5855,david_59951,david_47753,david_327,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,DOBV,KC676595.1,Croatia,2007-11,Apodemus flavicollis,Apodemus,2437756,village,45.514,14.639,72,13,59,v3
david_5856,david_59951,david_47753,david_327,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,DOBV,KC676594.1,Croatia,2007-11,Apodemus flavicollis,Apodemus,2437756,village,45.514,14.639,72,13,59,v3
david_5857,david_59951,david_47753,david_327,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,DOBV,KC676593.1,Croatia,2007-11,Apodemus flavicollis,Apodemus,2437756,village,45.514,14.639,72,13,59,v3
david_5858,david_59951,david_47753,david_327,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,DOBV,KC676592.1,Croatia,2007-11,Apodemus flavicollis,Apodemus,2437756,village,45.514,14.639,72,13,59,v3
david_5859,david_59951,david_47753,david_327,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,DOBV,KC676591.1,Croatia,2007-11,Apodemus flavicollis,Apodemus,2437756,village,45.514,14.639,72,13,59,v3
david_5860,david_59951,david_47753,david_327,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,DOBV,KC676590.1,Croatia,2007-11,Apodemus flavicollis,Apodemus,2437756,village,45.514,14.639,72,13,59,v3
david_5861,david_59951,david_47753,david_327,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,DOBV,KC676589.1,Croatia,2007-11,Apodemus flavicollis,Apodemus,2437756,village,45.514,14.639,72,13,59,v3
david_5862,david_59962,david_47759,david_328,Pathogen,Orthohantavirus negraense,Orthohantavirus negraense,Orthohantavirus negraense,KP202359,Brazil,2010,Calomys callidus,Calomys,2437953,municipality,-13.543,-58.814,1,1,0,v3
david_5863,david_59966,david_47760,david_329,Pathogen,Muju virus,Muju virus,Muju virus,JX131287,Korea,2011,Myodes regulus,Myodes,5706761,county,38.067,128.167,1,1,0,v3
david_5864,david_59966,david_47760,david_329,Pathogen,Muju virus,Muju virus,Muju virus,JX131288,Korea,2011,Myodes regulus,Myodes,5706761,county,38.067,128.167,1,1,0,v3
david_5865,david_59966,david_47760,david_329,Pathogen,Muju virus,Muju virus,Muju virus,JX131289,Korea,2011,Myodes regulus,Myodes,5706761,county,38.067,128.167,1,1,0,v3
david_5866,david_59967,david_47761,david_329,Pathogen,Muju virus,Muju virus,Muju virus,JX131290,Korea,2011,Myodes regulus,Myodes,5706761,county,38.067,128.167,1,1,0,v3
david_5867,david_59967,david_47761,david_329,Pathogen,Muju virus,Muju virus,Muju virus,JX131291,Korea,2011,Myodes regulus,Myodes,5706761,county,38.067,128.167,1,1,0,v3
david_5868,david_59967,david_47761,david_329,Pathogen,Muju virus,Muju virus,Muju virus,JX131292,Korea,2011,Myodes regulus,Myodes,5706761,county,38.067,128.167,1,1,0,v3
david_5869,david_59968,david_47762,david_329,Pathogen,Muju virus,Muju virus,Muju virus,JX131293,Korea,2011,Myodes regulus,Myodes,5706761,county,38.067,128.167,1,1,0,v3
david_5870,david_59968,david_47762,david_329,Pathogen,Muju virus,Muju virus,Muju virus,JX131294,Korea,2011,Myodes regulus,Myodes,5706761,county,38.067,128.167,1,1,0,v3
david_5871,david_59968,david_47762,david_329,Pathogen,Muju virus,Muju virus,Muju virus,JX131295,Korea,2011,Myodes regulus,Myodes,5706761,county,38.067,128.167,1,1,0,v3
david_5872,david_59983,david_47765,david_330,Pathogen,Juquitiba virus,Juquitiba virus,Juquitiba virus,KF913851,Brazil,2008,Oligoryzomys fornesi,Oligoryzomys,4265163,municipality,-19.113,-51.734,2,2,0,v3
david_5873,david_59983,david_47765,david_330,Pathogen,Juquitiba virus,Juquitiba virus,Juquitiba virus,KF913852,Brazil,2008,Oligoryzomys fornesi,Oligoryzomys,4265163,municipality,-19.113,-51.734,2,2,0,v3
david_5874,david_60010,david_47792,david_331,Pathogen,Orthohantavirus thailandense,Orthohantavirus thailandense,Anjozorobe virus,KC490914,Madagascar,2008-10/2010-03,Rattus rattus,Rattus,2439270,site,-18.3116,48.016,231,92,139,v3
david_5875,david_60010,david_47792,david_331,Pathogen,Orthohantavirus thailandense,Orthohantavirus thailandense,Anjozorobe virus,KC490915,Madagascar,2008-10/2010-03,Rattus rattus,Rattus,2439270,site,-18.3116,48.016,231,92,139,v3
david_5876,david_60010,david_47792,david_331,Pathogen,Orthohantavirus thailandense,Orthohantavirus thailandense,Anjozorobe virus,KC490916,Madagascar,2008-10/2010-03,Rattus rattus,Rattus,2439270,site,-18.3116,48.016,231,92,139,v3
david_5877,david_60010,david_47792,david_331,Pathogen,Orthohantavirus thailandense,Orthohantavirus thailandense,Anjozorobe virus,KC490917,Madagascar,2008-10/2010-03,Rattus rattus,Rattus,2439270,site,-18.3116,48.016,231,92,139,v3
david_5878,david_60004,david_47786,david_331,Pathogen,Orthohantavirus thailandense,Orthohantavirus thailandense,Anjozorobe virus,KC490918,Madagascar,2008-10/2010-03,Eliurus majori,Eliurus,2438529,site,-18.3116,48.016,1,1,0,v3
david_5879,david_60010,david_47792,david_331,Pathogen,Orthohantavirus thailandense,Orthohantavirus thailandense,Anjozorobe virus,KC490921,Madagascar,2008-10/2010-03,Rattus rattus,Rattus,2439270,site,-18.3116,48.016,231,92,139,v3
david_5880,david_60010,david_47792,david_331,Pathogen,Orthohantavirus thailandense,Orthohantavirus thailandense,Anjozorobe virus,KC490923,Madagascar,2008-10/2010-03,Rattus rattus,Rattus,2439270,site,-18.3116,48.016,231,92,139,v3
david_5881,david_60011,david_47793,david_332,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,KF387723,France,2010-10/2012-03,Rattus norvegicus,Rattus,2439261,city,45.76,4.84,128,18,110,v3
david_5882,david_60011,david_47793,david_332,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,KF387724,France,2010-10/2012-03,Rattus norvegicus,Rattus,2439261,city,45.76,4.84,128,18,110,v3
david_5883,david_60011,david_47793,david_332,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,KF387725,France,2010-10/2012-03,Rattus norvegicus,Rattus,2439261,city,45.76,4.84,128,18,110,v3
david_5884,david_60011,david_47793,david_332,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,KJ502303,France,2010-10/2012-03,Rattus norvegicus,Rattus,2439261,city,45.76,4.84,128,18,110,v3
david_5885,david_60011,david_47793,david_332,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,KJ502302,France,2010-10/2012-03,Rattus norvegicus,Rattus,2439261,city,45.76,4.84,128,18,110,v3
david_5886,david_60011,david_47793,david_332,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,KJ502301,France,2010-10/2012-03,Rattus norvegicus,Rattus,2439261,city,45.76,4.84,128,18,110,v3
david_5887,david_60011,david_47793,david_332,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,KJ502300,France,2010-10/2012-03,Rattus norvegicus,Rattus,2439261,city,45.76,4.84,128,18,110,v3
david_5888,david_60033,david_47821,david_333,Pathogen,Mammarenavirus lassaense,Mammarenavirus lassaense,LASV,KF478760,Mali,2012-3-3,Mastomys natalensis,Mastomys,2438911,site,10.61639,-7.15833,7,1,6,v3
david_5889,david_60036,david_47824,david_333,Pathogen,Mammarenavirus lassaense,Mammarenavirus lassaense,LASV,KF478761,Mali,2012-3-6/2012-03-7,Mastomys natalensis,Mastomys,2438911,site,10.38306,-7.15167,35,7,28,v3
david_5890,david_60029,david_47817,david_333,Pathogen,Mammarenavirus lassaense,Mammarenavirus lassaense,LASV,KF478762,Mali,2009-6-8/2009-06-9,Mastomys natalensis,Mastomys,2438911,site,10.58639,-7.15583,25,6,19,v3
david_5891,david_60031,david_47819,david_333,Pathogen,Mammarenavirus lassaense,Mammarenavirus lassaense,LASV,KF478763,Mali,2012-3-3,Mastomys natalensis,Mastomys,2438911,site,10.58639,-7.15583,13,2,11,v3
david_5892,david_60037,david_47825,david_333,Pathogen,Mammarenavirus lassaense,Mammarenavirus lassaense,LASV,KF478764,Mali,2012-3-6/2012-03-7,Mastomys natalensis,Mastomys,2438911,site,10.39722,-7.25917,16,1,15,v3
david_5893,david_60029,david_47817,david_333,Pathogen,Mammarenavirus lassaense,Mammarenavirus lassaense,LASV,KF478765,Mali,2009-6-8/2009-06-9,Mastomys natalensis,Mastomys,2438911,site,10.58639,-7.15583,25,6,19,v3
david_5894,david_60036,david_47824,david_333,Pathogen,Mammarenavirus lassaense,Mammarenavirus lassaense,LASV,KF478766,Mali,2012-3-6/2012-03-7,Mastomys natalensis,Mastomys,2438911,site,10.38306,-7.15167,35,7,28,v3
david_5895,david_60033,david_47821,david_333,Pathogen,Mammarenavirus lassaense,Mammarenavirus lassaense,LASV,KF478767,Mali,2012-3-3,Mastomys natalensis,Mastomys,2438911,site,10.61639,-7.15833,7,1,6,v3
david_5896,david_60037,david_47825,david_333,Pathogen,Mammarenavirus lassaense,Mammarenavirus lassaense,LASV,KF478768,Mali,2012-3-6/2012-03-7,Mastomys natalensis,Mastomys,2438911,site,10.39722,-7.25917,16,1,15,v3
david_5897,david_60031,david_47819,david_333,Pathogen,Mammarenavirus lassaense,Mammarenavirus lassaense,LASV,KF478769,Mali,2012-3-3,Mastomys natalensis,Mastomys,2438911,site,10.58639,-7.15583,13,2,11,v3
david_5898,david_60071,david_47851,david_335,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,KC576802.1,North Korea,2011-09,Rattus norvegicus,Rattus,2439261,city,-41.4,128.183,12,2,10,v3
david_5899,david_60070,david_47850,david_335,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,KC576801.1,North Korea,2010-09,Rattus norvegicus,Rattus,2439261,city,-41.4,128.183,21,6,15,v3
david_5900,david_60070,david_47850,david_335,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,KC576800.1,North Korea,2010-09,Rattus norvegicus,Rattus,2439261,city,-41.4,128.183,21,6,15,v3
david_5901,david_60070,david_47850,david_335,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,KC576799.1,North Korea,2010-09,Rattus norvegicus,Rattus,2439261,city,-41.4,128.183,21,6,15,v3
david_5902,david_60070,david_47850,david_335,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,KC576798.1,North Korea,2010-09,Rattus norvegicus,Rattus,2439261,city,-41.4,128.183,21,6,15,v3
david_5903,david_60070,david_47850,david_335,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,KC576797.1,North Korea,2010-09,Rattus norvegicus,Rattus,2439261,city,-41.4,128.183,21,6,15,v3
david_5904,david_60070,david_47850,david_335,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,KC576796.1,North Korea,2010-09,Rattus norvegicus,Rattus,2439261,city,-41.4,128.183,21,6,15,v3
david_5905,david_60070,david_47850,david_335,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,KC576795.1,North Korea,2010-09,Rattus norvegicus,Rattus,2439261,city,-41.4,128.183,21,6,15,v3
david_5906,david_60069,david_47849,david_335,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,KC576794.1,North Korea,2010-06,Rattus norvegicus,Rattus,2439261,city,-41.4,128.183,40,3,37,v3
david_5907,david_60069,david_47849,david_335,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,KC576793.1,North Korea,2010-06,Rattus norvegicus,Rattus,2439261,city,-41.4,128.183,40,3,37,v3
david_5908,david_60069,david_47849,david_335,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,KC576792.1,North Korea,2010-06,Rattus norvegicus,Rattus,2439261,city,-41.4,128.183,40,3,37,v3
david_5909,david_60068,david_47848,david_335,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,KC576791.1,North Korea,2009-09,Rattus norvegicus,Rattus,2439261,city,-41.4,128.183,15,4,11,v3
david_5910,david_60068,david_47848,david_335,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,KC576790.1,North Korea,2009-09,Rattus norvegicus,Rattus,2439261,city,-41.4,128.183,15,4,11,v3
david_5911,david_60068,david_47848,david_335,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,KC576789.1,North Korea,2009-09,Rattus norvegicus,Rattus,2439261,city,-41.4,128.183,15,4,11,v3
david_5912,david_60068,david_47848,david_335,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,KC576788.1,North Korea,2009-09,Rattus norvegicus,Rattus,2439261,city,-41.4,128.183,15,4,11,v3
david_5913,david_60071,david_47851,david_335,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,JX853574,North Korea,2011-09,Rattus norvegicus,Rattus,2439261,city,-41.4,128.183,12,2,10,v3
david_5914,david_60071,david_47851,david_335,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,JX853575,North Korea,2011-09,Rattus norvegicus,Rattus,2439261,city,-41.4,128.183,12,2,10,v3
david_5915,david_60071,david_47851,david_335,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,JX853576,North Korea,2011-09,Rattus norvegicus,Rattus,2439261,city,-41.4,128.183,12,2,10,v3
david_5916,david_60130,david_47910,david_336,Pathogen,NA,NA,Mammarenavirus lassaense,JX845167,Ghana,2010/2011,Mus baoulei,Mus,2438811,site,8.34717,-0.34583,2,1,1,v3
david_5917,david_60080,david_47860,david_336,Pathogen,NA,NA,Natorduori virus,JX845168,Ghana,2010/2011,Mus mattheyi,Mus,2438785,site,10.26375,-2.626,12,1,11,v3
david_5918,david_60130,david_47910,david_336,Pathogen,NA,NA,Mammarenavirus lassaense,JX845169,Ghana,2010/2011,Mus baoulei,Mus,2438811,site,8.34717,-0.34583,2,1,1,v3
david_5919,david_60080,david_47860,david_336,Pathogen,NA,NA,Natorduori virus,JX845170,Ghana,2010/2011,Mus mattheyi,Mus,2438785,site,10.26375,-2.626,12,1,11,v3
david_5920,david_60130,david_47910,david_336,Pathogen,NA,NA,Mammarenavirus lassaense,JX845171,Ghana,2010/2011,Mus baoulei,Mus,2438811,site,8.34717,-0.34583,2,1,1,v3
david_5921,david_60080,david_47860,david_336,Pathogen,NA,NA,Natorduori virus,JX845172,Ghana,2010/2011,Mus mattheyi,Mus,2438785,site,10.26375,-2.626,12,1,11,v3
david_5924,david_60253,david_48022,david_337,Pathogen,Juquitiba virus,Juquitiba virus,JUQV,KC422348,Brazil,2005-09,Oligoryzomys nigripes,Oligoryzomys,2438273,municipality,-19.936,-40.6,11,3,8,v3
david_5925,david_60253,david_48022,david_337,Pathogen,Juquitiba virus,Juquitiba virus,JUQV,KC422347,Brazil,2005-09,Oligoryzomys nigripes,Oligoryzomys,2438273,municipality,-19.936,-40.6,11,3,8,v3
david_5926,david_60253,david_48022,david_337,Pathogen,Juquitiba virus,Juquitiba virus,JUQV,KC422344,Brazil,2005-09,Oligoryzomys nigripes,Oligoryzomys,2438273,municipality,-19.936,-40.6,11,3,8,v3
david_5927,david_60253,david_48022,david_337,Pathogen,Juquitiba virus,Juquitiba virus,JUQV,KC422345,Brazil,2005-09,Oligoryzomys nigripes,Oligoryzomys,2438273,municipality,-19.936,-40.6,11,3,8,v3
david_5928,david_60253,david_48022,david_337,Pathogen,Juquitiba virus,Juquitiba virus,JUQV,KC422346,Brazil,2005-09,Oligoryzomys nigripes,Oligoryzomys,2438273,municipality,-19.936,-40.6,11,3,8,v3
david_5954,david_60256,david_48034,david_338,Pathogen,Orthohantavirus seewisense,Orthohantavirus seewisense,SWSV,KJ136621,Finland,2004-10,Sorex araneus,Sorex,8316400,municipality,62.5,25.4,1,1,0,v3
david_5955,david_60257,david_48035,david_338,Pathogen,Orthohantavirus seewisense,Orthohantavirus seewisense,SWSV,KJ136622,Finland,2004-10,Sorex araneus,Sorex,8316400,municipality,62.7917,22.8417,1,1,0,v3
david_5956,david_60258,david_48036,david_338,Pathogen,Orthohantavirus seewisense,Orthohantavirus seewisense,SWSV,KJ136623,Finland,2004-10,Sorex araneus,Sorex,8316400,municipality,62.5,25.4,1,1,0,v3
david_5957,david_60259,david_48037,david_338,Pathogen,Orthohantavirus seewisense,Orthohantavirus seewisense,SWSV,KJ136624,Finland,2004-10,Sorex araneus,Sorex,8316400,municipality,62.4167,25.1,1,1,0,v3
david_5958,david_60260,david_48038,david_338,Pathogen,Orthohantavirus seewisense,Orthohantavirus seewisense,SWSV,KJ136625,Finland,2004-10,Sorex araneus,Sorex,8316400,municipality,61.3333,22.9,1,1,0,v3
david_5959,david_60261,david_48039,david_338,Pathogen,Orthohantavirus seewisense,Orthohantavirus seewisense,SWSV,KJ136626,Finland,2004-10,Sorex araneus,Sorex,8316400,municipality,61.0167,25.2,1,1,0,v3
david_5960,david_60262,david_48040,david_338,Pathogen,Orthohantavirus seewisense,Orthohantavirus seewisense,SWSV,KJ136618,Finland,2010-8,Sorex araneus,Sorex,8316400,municipality,62.9,27.6833,1,1,0,v3
david_5961,david_60263,david_48041,david_338,Pathogen,Orthohantavirus seewisense,Orthohantavirus seewisense,SWSV,KJ136619,Finland,2010-8,Sorex araneus,Sorex,8316400,municipality,61.058,28.186,1,1,0,v3
david_5962,david_60264,david_48042,david_338,Pathogen,Orthohantavirus seewisense,Orthohantavirus seewisense,SWSV,KJ136620,Finland,2010-8,Sorex araneus,Sorex,8316400,municipality,61.058,28.186,1,1,0,v3
david_5963,david_60265,david_48043,david_338,Pathogen,Orthohantavirus seewisense,Orthohantavirus seewisense,SWSV,KJ136639,Finland,2009-6,Sorex araneus,Sorex,8316400,lake,68,24.0667,1,1,0,v3
david_5964,david_60266,david_48044,david_338,Pathogen,Orthohantavirus seewisense,Orthohantavirus seewisense,SWSV,KJ136627,Finland,2009-6,Sorex araneus,Sorex,8316400,lake,68,24.0667,1,1,0,v3
david_5965,david_60267,david_48045,david_338,Pathogen,Orthohantavirus seewisense,Orthohantavirus seewisense,SWSV,KJ136641,Finland,2004-10,Sorex araneus,Sorex,8316400,municipality,62.733,22.5667,1,1,0,v3
david_5966,david_60268,david_48046,david_338,Pathogen,Orthohantavirus seewisense,Orthohantavirus seewisense,SWSV,KJ136640,Finland,2005-10,Sorex araneus,Sorex,8316400,municipality,63.1167,21.7167,1,1,0,v3
david_5967,david_60269,david_48047,david_338,Pathogen,Orthohantavirus seewisense,Orthohantavirus seewisense,SWSV,KJ136637,Finland,2005-10,Sorex araneus,Sorex,8316400,municipality,62.9764,22.0061,1,1,0,v3
david_5968,david_60270,david_48048,david_338,Pathogen,Orthohantavirus seewisense,Orthohantavirus seewisense,SWSV,KJ136629,Finland,2012-10,Sorex araneus,Sorex,8316400,municipality,59.8333,22.9667,1,1,0,v3
david_5969,david_60271,david_48049,david_338,Pathogen,Orthohantavirus seewisense,Orthohantavirus seewisense,SWSV,KJ136636,Finland,2012-10,Sorex araneus,Sorex,8316400,municipality,59.8333,22.9667,1,1,0,v3
david_5970,david_60272,david_48050,david_338,Pathogen,Orthohantavirus seewisense,Orthohantavirus seewisense,SWSV,KJ136617,Finland,2012-11,Sorex araneus,Sorex,8316400,municipality,60.25,24.0667,1,1,0,v3
